ETHNICITY,ETHNICITY_RECAT,AB_GROUP,AB_TRIBE,AB_LANG
Pruissa,Out,,,
Persian,Others,,,
Ojibbewa F B,Ab,Metis,,
Mohawk F B,Ab,Metis,,
Mohawk E B,Ab,Metis,,
Metif,Out,,,
Mb,Out,,,
Mathilpi,Out,,,
Mahtilpi,Out,,,
M. F. Cree,Ab,Metis,,
M Fr,Out,,,
Juiver,Others,,,
Jewess,Others,,,
Jervis,Out,,,
Italianne,It,,,
Iron Donnie,Out,,,
Irlsh,Ir,,,
Irish Que,Out,,,
Hope Eb,Ab,Metis,,
Grmon,Out,,,
Greece,Others,,,
Germania,Others,,,
Frenh,Fr,,,
Finlad,Others,,,
Fernch,Fr,,,
Fancais,Fr,,,
Eossaise,Sc,,,
Eng Breed,Ab,Metis,,
Ecosscaise,Sc,,,
Eccossaise,Sc,,,
E English,Out,,,
Ductch,Others,,,
Dannish,Others,,,
Damish,Others,,,
Cree F H Breed,Ab,Metis,,
Cowichan Sb,Ab,Metis,,
C. Indian,Out,,,
C M Français,Out,,,
Belg,Out,,,
Austrian Jew,Others,,,
Australian,Others,,,
Assyria,Others,,,
Angliase,Out,,,
Anglaise M A,Out,,,
Angla,Out,,,
Allemagne,Out,,,
Algonquin F B,Ab,Metis,,
Tsimpseau E B,Ab,Metis,,
Tan Wa Teak,Others,,,
Suedaise,Others,,,
Sots S B,Out,,,
Soth,Out,,,
Skotch,Out,,,
Scotsch,Out,,,
Scotl,Out,,,
Scotch S. B.,Ab,Metis,,
Scotch O B,Ab,Metis,,
Scotch Ba,Out,,,
Scoltch,Sc,,,
Sau Tau M F,Out,,,
Russe Jew,Out,,,
Romania,Others,,,
Ojibewa O B,Ab,Metis,,
Norse,Out,,,
N S,Out,,,
Micmac F. B.,Ab,Metis,,
Klawiteis,Out,,,
Jewsh,Others,,,
Jewish Ob,Ab,Metis,,
Jew Austrian,Others,,,
Jerive,Out,,,
Italians,It,,,
Irlandaise Canadiene,Ir,,,
Irelande,Ir,,,
Iraquais,Out,,,
Ing,Out,,,
Icrish,Out,,,
Iarish,Out,,,
I Ob,Out,,,
I Iceland,Others,,,
Hebrew Jew,Others,,,
Gew,Others,,,
Gemany,Others,,,
Gem,Out,,,
French C B,Ab,Metis,,
Freah,Out,,,
Francesais,Out,,,
Fraichaise,Fr,,,
Frach,Out,,,
Finns,Others,,,
F Francaise,Out,,,
F C B,Out,,,
Escossaise,Sc,,,
English Ob,Ab,Metis,,
English O B,Ab,Metis,,
English Canada,En,,,
Englaish,En,,,
Eng & Irish,Out,,,
Ecoss??,Out,,,
Ecosaisse,Sc,,,
Dauish,Out,,,
Cri Met F,Out,,,
Cree S.b,Ab,Metis,,
Cree M E,Ab,Metis,,
Cree French,Ab,Metis,,
Cree Fl,Ab,Metis,,
Cree F.b,Ab,Metis,,
Cree Eh,Ab,Metis,,
Cornish,Out,,,
Ci,Out,,,
Chippewa Eb,Ab,Metis,,
Chip Ob,Ab,Metis,,
Chinesis,Ch,,,
Chinaise,Ch,,,
Charcelesaht,Out,,,
Candian,Others,,,
Can Loy,Out,,,
Calician,Out,,,
C M-francais,Out,,,
Bo,Out,,,
Belgeu,Out,,,
Argontin Algonquin S B,Ab,Metis,,
Arabiains,Others,,,
Anglandaise,Out,,,
Angland,Out,,,
Anglaia,Out,,,
Allemante,Out,,,
Ècossaise,Sc,,,
Wic Glack,Others,,,
West Indian,Others,,,
Welchman,Others,,,
Swedaise,Others,,,
Suise,Others,,,
Sot,Out,,,
Sleotch,Out,,,
Sctolch,Out,,,
Scoth B,Out,,,
Scotch Eng,Sc,,,
Scotand,Sc,,,
Schoth,Out,,,
Scandina,Others,,,
Sc Ir,Out,,,
S/b,Out,,,
Russe Jus,Out,,,
Russa,Out,,,
R M S,Out,,,
Polanda,Out,,,
Norvègien,Others,,,
Negro Eb,Ab,Metis,,
Nan Eb,Out,,,
Mowhalk,Out,,,
Milicete I,Out,,,
Micmac O B,Ab,Metis,,
Metis Francais,Ab,Metis,,
Menonit,Out,,,
M Rouge,Out,,,
M I,Out,,,
Lithuania,Others,,,
Laqrmes S. B,Ab,Metis,,
Kelsesuabt,Out,,,
Jermine,Out,,,
Jerimin,Out,,,
Jarmen,Out,,,
Itialian,It,,,
Itallion,It,,,
Itailian,It,,,
Irsgnais,Out,,,
Irld,Ir,,,
Irlandis,Ir,,,
Irishinad,Ir,,,
Irish Ob,Out,,,
Irish & Can,Out,,,
Iriash,Out,,,
Irandaises,Out,,,
Indian Scotch S B,Ab,Metis,,
Illandaise,Others,,,
I E B,Out,,,
Huran,Out,,,
Hewbrew,Others,,,
Gream,Out,,,
Galizian,Out,,,
Frncaise,Fr,,,
French Half Breed??s,Out,,,
French Cree,Ab,Metis,,
Fre Frech,Out,,,
Francais M F,Out,,,
Franase,Fr,,,
Frac,Out,,,
F.b.,Out,,,
Erglist,Out,,,
English Kb,Out,,,
Englies,Out,,,
Englaine,Out,,,
Eng Italy,Out,,,
Eng C B,Out,,,
Ecossaisa,Out,,,
Duth,Others,,,
Dut,Others,,,
Dom,Out,,,
Daneish,Out,,,
Chippewa E. B.,Ab,Metis,,
Chippawa E B,Ab,Metis,,
Chip Eb,Ab,Metis,,
Can-franc,Fr,,,
Canadine,Others,,,
Canadian Irish,Ir,,,
C Français,Out,,,
Belgiam,Others,,,
Anyrian,Out,,,
Angleton,Out,,,
Anglans,Out,,,
Anglaiss,Out,,,
America,Out,,,
Affric,Out,,,
Wyandotte Fb,Ab,Metis,,
Wawlitsum,Ab,,,
Swish,Others,,,
Sweedia,Others,,,
Suedois,Others,,,
Suédaise,Out,,,
Souris,Others,,,
Somrox,Out,,,
Slavonia,Others,,,
Siwash,Out,,,
Sicilian,Out,,,
Sha,Out,,,
Sctt,Out,,,
Sctland,Sc,,,
Scoulish,Sc,,,
Scotlands,Sc,,,
Scotcha,Sc,,,
Scoh,Out,,,
Scoct,Out,,,
Scettist,Out,,,
Scch,Out,,,
Scandivian,Others,,,
Scandeman,Others,,,
Scadi,Out,,,
Sausage Fb,Ab,Metis,,
Russienne,Rus,,,
Russia Poland Jewish,Rus,,,
Prusian,Others,,,
Potawataner,Out,,,
Portugus,Others,,,
Portugese Ob,Ab,Metis,,
Palan German,Out,,,
Pachune,Out,,,
Other Breed,Out,,,
Ot,Out,,,
Norweigian,Others,,,
Norwedgen,Others,,,
Nan Sb,Out,,,
Nérlandais,Others,,,
Micmac Ma,Ab,Metis,,
Meth,Out,,,
Métis F Cree,Ab,Metis,,
M F Montagnais,Ab,Metis,,
Lenesh,Out,,,
Kqukaht,Out,,,
Kawtti,Out,,,
Juifre,Out,,,
Jers,Out,,,
Jeriman,Out,,,
Ittallian,It,,,
Itlian,It,,,
Italiennie,It,,,
Isrish,Ir,,,
Irene,Out,,,
Ir Ca,Out,,,
Ingolish,Out,,,
Indian Ib,Ab,Metis,,
Ice,Others,,,
Graam,Out,,,
Gerns,Others,,,
Gernon,Others,,,
Germny,Others,,,
Germanr,Others,,,
Georman,Out,,,
Gemar,Out,,,
Galacise,Out,,,
Frenchman,Fr,,,
Frenche,Out,,,
Fr-ca,Out,,,
Frarcaise,Out,,,
Frans,Out,,,
Franceais,Out,,,
Francaisè,Fr,,,
Francaisa,Out,,,
Françaisinos,Fr,,,
Fob,Out,,,
F Hand,Out,,,
F B Bree,Out,,,
Etats Francais,Out,,,
Etalien,Out,,,
Englands,Out,,,
Eng'h,Out,,,
Eng B,Out,,,
Elings,Out,,,
Elingish,Out,,,
Einglish,En,,,
Efb,En,,,
Ecossaisè,Sc,,,
Ecoessais,Sc,,,
Earzlais,Out,,,
Dentch,Out,,,
Dansk,Out,,,
Dans,Out,,,
Cri Metisse F,Out,,,
Cri Met Fr,Out,,,
Cree Scotch Breed,Ab,Metis,,
Cree E. B,Ab,Metis,,
Ce,Out,,,
Carrier S B,Ab,Metis,,
Canad Ir,Ir,,,
Cald M F,Out,,,
C Française,Out,,,
B'foot,Out,,,
Bc Indian,Ab,,,
Bachmion,Out,,,
Assyrians,Others,,,
American Scotch,Sc,,,
Almende,Others,,,
Affrica,Others,,,
A African,Out,,,
Welsher,Others,,,
Swedoin,Others,,,
Swedist,Others,,,
Sweder,Others,,,
Stick Indian,Out,,,
Spaniar,Others,,,
Sotchist,Out,,,
Skotrb,Out,,,
Shebrewn,Out,,,
Shb,Out,,,
Scttlal,Out,,,
Sctoott,Out,,,
Scottsman,Sc,,,
Scotlad,Sc,,,
Scotch N,Out,,,
Scotch Anglaise,Out,,,
Scoetch,Out,,,
Schwedish,Others,,,
Scaer,Out,,,
Saulteaux Sb,Ab,Metis,,
Sandteans,Out,,,
Russaise,Rus,,,
Rusan,Out,,,
Rus Jew,Rus,,,
R Jew,Out,,,
Porturtusese,Others,,,
Po Ir,Out,,,
Ontario Lea,Out,,,
Ont Fb,Ab,Metis,,
Ob Hb,Out,,,
O B F B,Out,,,
Nowedgen,Others,,,
Norwigian,Others,,,
Negroes,Others,,,
Milis Ang,Out,,,
Mickmack,Out,,,
Mexican O B,Ab,Metis,,
Manxman,Out,,,
M Ire Cree,Ab,Metis,,
M F Cri Cree F,Ab,Metis,,
Lwiss,Out,,,
Lr,Out,,,
Juif Russe,Out,,,
Jresot,Out,,,
Jewrish,Others,,,
Jarsey,Others,,,
Jaernson,Out,,,
Iuif,Out,,,
Itelienne,It,,,
Itatlian,It,,,
Italic,It,,,
Italey,It,,,
Isl,Out,,,
Iroquois M F,Ab,Metis,,
Iroquois F B,Ab,Metis,,
Irish F,Out,,,
Irisah,Out,,,
Iries,Out,,,
Irench,Out,,,
Irelsh,Out,,,
Inish,Out,,,
Inglash,Out,,,
Indian F. B,Ab,Metis,,
India Ob,Ab,Metis,,
Iisish,Out,,,
Ielandic,Others,,,
Icland,Others,,,
Hollandes,Others,,,
Holan,Others,,,
Half Breed Me,Ab,Metis,,
H.b.,Ab,Metis,,
Gree F B,Ab,Metis,,
Germany J,Others,,,
Germand,Others,,,
Frenchen,Out,,,
French Sb,Ab,Metis,,
French Cna,Out,,,
Freench,Out,,,
Fr Oc,Out,,,
Flamende,Out,,,
Ewlhuithlaht,Out,,,
English E. B.,Ab,Metis,,
English Breed,Ab,Metis,,
Englins,Out,,,
Engletta,Out,,,
Englansh,Out,,,
Eng O/b,Ab,Metis,,
Eng French,Fr,,,
Ehglish,En,,,
Eenlish,En,,,
Ecossoise,Sc,,,
Ecopaise,Out,,,
Ecoasses,Sc,,,
Eascster,Out,,,
E. B Cree,Ab,Metis,,
Dam,Out,,,
Cree Sc,Ab,Metis,,
Cree Fr,Ab,Metis,,
Cree F H B,Ab,Metis,,
Chn,Out,,,
Chipppewa Ob,Ab,Metis,,
Chippewa I.b,Ab,Metis,,
Chippewa English,Ab,Metis,,
Chippewa B,Ab,Metis,,
Chip Ind,Ab,Metis,,
Chip English B,Ab,Metis,,
Chines,Ch,,,
Cheppewa,Out,,,
Ch??pawayan,Out,,,
Cei Tau M F,Out,,,
Cath F B,Out,,,
Canadian Frencha,Fr,,,
Canadian Dutch,Others,,,
C. E. C.,Out,,,
C Fr B,Out,,,
Bohian,Out,,,
Bohem,Out,,,
Black,Others,,,
B B,Out,,,
Armand,Out,,,
Anglia,Out,,,
Anglaaise,Out,,,
Almagne,Out,,,
Allemond,Out,,,
All Fr,Out,,,
Algonquin In C,Ab,Metis,,
Algonquin Fr Half Breedd,Ab,Metis,,
Algmcaine,Out,,,
Alglais,Out,,,
Afrrican,Others,,,
Af,Out,,,
Abeuskis,Out,,,
A A O B,Out,,,
??ch,Out,,,
Ws,Others,,,
Welsh Ob,Out,,,
W Sc,Out,,,
U States,Others,,,
Tribe,Out,,,
Tele D Bull F B,Out,,,
Telandaise,Others,,,
Syriene,Others,,,
Swiss B,Others,,,
Swedes,Others,,,
Swedens,Others,,,
Swecd,Others,,,
Sweade,Others,,,
Suiss,Others,,,
Soughse S B,Out,,,
Sou,Out,,,
Sotish,Sc,,,
Soda Fb,Ab,Metis,,
Soctish,Sc,,,
So,Out,,,
Slavonie,Out,,,
Skolch,Out,,,
Sirish,Others,,,
Sewash,Out,,,
Seortoz,Out,,,
Scotctman,Sc,,,
Scotcland,Sc,,,
Scotch O.b.,Ab,Metis,,
Scotch English,Out,,,
Scotc??,Out,,,
Scobeby,Out,,,
Schoh,Out,,,
Scandinavn,Others,,,
Scandinaia,Others,,,
Scandian,Others,,,
Sc H B,Out,,,
Sarlee,Out,,,
S Irish,Out,,,
Russians J,Rus,,,
Rusia Jew,Rus,,,
Red Lake E.b.,Ab,Metis,,
Portuguse,Others,,,
Portugise,Others,,,
Portland,Others,,,
Portique,Others,,,
Portesguse,Others,,,
Pollock,Others,,,
Pei,Out,,,
Owtowa,Out,,,
Ontario,Out,,,
O. B.,Out,,,
O B E B,Out,,,
Nrw,Out,,,
Nowegan,Others,,,
Norwegou,Others,,,
Norwegian Norway,Others,,,
Norway Breed,Ab,Metis,,
Norwagin,Others,,,
Norevégien,Others,,,
Non Dinnie,Out,,,
N Ireland,Out,,,
Moravia,Others,,,
Montiqnais,Out,,,
Methodist,Out,,,
Merionneth,Out,,,
Mand,Out,,,
Loyalist English,Out,,,
Lew,Out,,,
Kelsonraht,Out,,,
Juisfe,Out,,,
Juipel,Out,,,
Jerma,Out,,,
Jenve,Out,,,
Jemin,Out,,,
Jb,Out,,,
Japaneese,Ja,,,
Itlation,It,,,
Italinne,It,,,
Israélite,Others,,,
Irsih,Out,,,
Irlands,Ir,,,
Irish Fb,Out,,,
Iriresh,Out,,,
Iriosh,Out,,,
Iriald,Out,,,
Indian D B,Ab,Metis,,
Ind O B,Ab,Metis,,
I. R.,Out,,,
Huron Fb,Ab,Metis,,
Hebrews,Others,,,
Heabine,Out,,,
Half Breed Auburn,Ab,Metis,,
H Breed,Out,,,
Gernnan,Others,,,
German Ob,Others,,,
Germam,Others,,,
Germaine,Others,,,
Gemin,Out,,,
Galsais,Out,,,
Galatia,Out,,,
Galaica,Out,,,
French Scotch,Out,,,
French Eb,Out,,,
French Canadian,Out,,,
Francos,Out,,,
Francaise F,Out,,,
Francçaise,Out,,,
Francáis,Out,,,
França,Fr,,,
Fr H B,Out,,,
Fr Canadiene,Fr,,,
Fance,Out,,,
Eudaise,Out,,,
Esossiese,Sc,,,
Esccosaise,Sc,,,
Eris,Out,,,
Ensh,Out,,,
English U E Engalist,Out,,,
Englingh,Out,,,
Englias,Out,,,
Engleny,Out,,,
Enginsh,Out,,,
Eng & Can,Out,,,
Ene,Out,,,
Einlla B,Out,,,
Egland,En,,,
Ecossaises,Sc,,,
Ecossaiser,Sc,,,
Ecos Ang,Out,,,
Eccosaise,Out,,,
Eb Can,Out,,,
Eécossais,Out,,,
E. B. Cree,Ab,Metis,,
E. B.,Out,,,
E Norwegian,Others,,,
E Ca,Out,,,
Del Indian,Out,,,
Cree Sweden,Ab,Metis,,
Cree Mf,Ab,Metis,,
Cree M I,Ab,Metis,,
Cree M Français,Ab,Metis,,
Cree I. B.,Ab,Metis,,
Cree G B,Ab,Metis,,
Cree E 1/2 B,Ab,Metis,,
Cholam Eb,Out,,,
Chippewa S. B,Ab,Metis,,
Chipp English B,Ab,Metis,,
Chinee,Ch,,,
Ch Isl,Out,,,
Car Irish,Out,,,
Canda,Out,,,
Cacausian,Out,,,
C F B O B,Out,,,
Buah,Out,,,
Bohemiae,Out,,,
Belegian,Out,,,
Bc,Out,,,
Arabeau,Out,,,
Anglet,Out,,,
Anglase,Out,,,
Anglaises,Out,,,
Anglaise Esp,Out,,,
Angla??,Out,,,
Angla Fr,Out,,,
Angis,Out,,,
American Irish,Out,,,
Alle,Out,,,
Algonkin S B,Ab,Metis,,
Alferica,Out,,,
Alemanade,Out,,,
Africanie,Others,,,
Africane,Others,,,
Africains,Others,,,
Afrian,Others,,,
Abénaquis,Out,,,
Écosse,Sc,,,
?? Eng,Out,,,
Uel,Out,,,
U. E. L.,Others,,,
Turkes,Others,,,
Swess,Others,,,
Suède,Out,,,
Srryrian,Others,,,
Spain,Others,,,
Sotch Cree Breed,Ab,Metis,,
Sioux I B,Ab,Metis,,
Sioux Fb,Ab,Metis,,
Sinenne,Out,,,
Sibérie,Out,,,
Senca Eb,Ab,Metis,,
Sctotst,Out,,,
Scrish,Out,,,
Scottis,Out,,,
Scotlan,Out,,,
Scotlah,Out,,,
Scoter,Out,,,
Scotch Ont,Out,,,
Scotch Half Breen,Out,,,
Scotch Danish,Out,,,
Scotch Canad,Sc,,,
Scost,Out,,,
Scoland,Sc,,,
Scandinavi,Others,,,
Scandinan,Others,,,
Salkert Fb,Ab,Metis,,
S O B,Out,,,
S Indian,Out,,,
S English,Out,,,
S C,Out,,,
Russian Jav,Out,,,
Russ-hebrew,Out,,,
Rushan,Out,,,
Rus Jewish,Out,,,
Rumenia,Out,,,
Roumanin,Others,,,
Romania Jew,Others,,,
Prushian,Out,,,
Prish,Out,,,
Portugue,Others,,,
Portthay Breed,Out,,,
Poland J,Out,,,
Plond,Out,,,
Pb,Out,,,
Orkney Br,Out,,,
Ojebway S.b,Ab,Metis,,
Oc,Out,,,
O Scotland,Out,,,
O Breed,Out,,,
Nowegon,Others,,,
Norwigean,Others,,,
Norwichan,Others,,,
Norwergan,Others,,,
Norweigeon,Others,,,
Norweginne,Others,,,
Norwayien,Others,,,
Norvge,Others,,,
Norgwegin,Others,,,
Norager,Out,,,
Neegro,Out,,,
N F L D,Out,,,
N F L,Out,,,
Montezuma N F,Out,,,
Mintepeaux,Out,,,
Milis Ecossais,Out,,,
Micmac M F,Ab,Metis,,
Mick Mack Ob,Out,,,
Mick Mack Ib,Out,,,
Mf Cippewa,Out,,,
Mexican B,Out,,,
Menande,Out,,,
Melian,Out,,,
Matchillaht,Out,,,
Manx Man,Out,,,
Manks,Out,,,
Ma F,Out,,,
M F A R,Out,,,
Kanaka,Out,,,
Jues,Out,,,
Jewish Hebreuse,Out,,,
Jewesh,Out,,,
Jewaes,Out,,,
Jew Hollandiss,Out,,,
Jermie,Out,,,
Jermand,Out,,,
Jarmin,Out,,,
Japinais,Ja,,,
Itlien,It,,,
Itatienne,It,,,
Itally,It,,,
Italise,It,,,
Italina,It,,,
Italilian,It,,,
Islanders,Others,,,
Irondonnie,Out,,,
Irleand,Ir,,,
Irish Can,Ir,,,
Irish Anglais,Out,,,
Irish & S,Out,,,
Irisch,Out,,,
Irinsh,Out,,,
Irihs,Out,,,
Irelnad,Out,,,
Indian Scotch B,Ab,Metis,,
Ind O. B.,Ab,Metis,,
Ind E B,Ab,Metis,,
Ilavs,Out,,,
Ilandai,Out,,,
Ieland,Out,,,
Iatian,Out,,,
Honolulu,Out,,,
Hollande,Out,,,
Hebrew Austrian,Out,,,
Hd Dutch,Out,,,
H'bran,Out,,,
Hbo,Out,,,
Harf Breed,Out,,,
Half Iroquis,Out,,,
Half Bicer,Out,,,
H Scotch,Out,,,
H Polish,Out,,,
Germy,Others,,,
German O. B,Others,,,
German B,Ab,Metis,,
Germàn,Others,,,
Gen,Out,,,
Galisian,Out,,,
Galian,Out,,,
Galation,Out,,,
Frensch,Out,,,
French F/b,Out,,,
French Cove,Out,,,
French B Eng,Out,,,
Frençaise,Fr,,,
Francaia,Fr,,,
Franacais,Out,,,
Françaised,Fr,,,
Françaisd,Fr,,,
Frçais,Fr,,,
Flemmish,Others,,,
Finnland,Others,,,
Finllander,Others,,,
Fenh,Out,,,
Fcanaise,Fr,,,
Fb Shuswap,Ab,Metis,,
Farnaise,Out,,,
F O Breed,Out,,,
F German,Out,,,
F English,Out,,,
F Can,Out,,,
F Baud,Out,,,
Espagnols,Out,,,
Esossaise,Sc,,,
Escossias,Sc,,,
Englisher,En,,,
English L,Out,,,
English F,Out,,,
English E/b,Out,,,
Engling,Out,,,
Englich,Out,,,
Englanter,Out,,,
Englanh,Out,,,
Englandh,Out,,,
Englander,Out,,,
Enghlist,Out,,,
Endlish,Out,,,
Emglies,Out,,,
Ecssaise,Out,,,
Ecotch,Out,,,
Ecossase,Out,,,
Ecossaise M E,Out,,,
Ecossais Eng,Out,,,
Ecossaine,Sc,,,
Eccossias,Sc,,,
Dukiabore,Out,,,
Dinès,Out,,,
Deane,Out,,,
Datch,Out,,,
Dannie,Out,,,
Dain,Others,,,
Crin M F,Out,,,
Cree F Breeds,Ab,Metis,,
Cree F Breed,Ab,Metis,,
Cree English,Ab,Metis,,
Cree Ec,Ab,Metis,,
Chippewa O. B,Ab,Metis,,
Chin,Out,,,
Chilcoten E. B.,Ab,Metis,,
Chep Fb,Out,,,
Channel Isla Gurnsey,Out,,,
Ccotch,Out,,,
Cath,Out,,,
Cans,Out,,,
Cand Angl,Out,,,
Canadin French,Fr,,,
Canadienne Belge,Out,,,
Canadian English,En,,,
Canacka,Out,,,
Can Frs,Out,,,
Can Française,Fr,,,
C Ir,Out,,,
C Engdina,Out,,,
C Eng B,Out,,,
Briton,Out,,,
British Eng,Out,,,
Belgeiu,Others,,,
Belege,Out,,,
Austria Hungary,Others,,,
Austian,Others,,,
Asyarian,Others,,,
Astrian,Others,,,
Arebian,Others,,,
Anglin,Out,,,
Angleise,Out,,,
Anglan,Out,,,
Anglaisè,Out,,,
Anglaisa,Out,,,
Angalin,Out,,,
Ang Am,Out,,,
Amsse,Out,,,
American Indian,Ab,,,
Amer,Out,,,
Alment,Out,,,
Almend,Out,,,
Almande M D,Out,,,
Allmande,Out,,,
Afro,Others,,,
Africean,Others,,,
African Norgis,Others,,,
Affrian,Out,,,
Abenaquise F B,Out,,,
A Sc,Out,,,
1899,Out,,,
Yale Eb,Ab,Metis,,
Yakima E B,Out,,,
Welche,Others,,,
W E,Others,,,
Turks,Others,,,
Thebreux,Others,,,
Terlandaise,Others,,,
Syrièn,Others,,,
Swich,Others,,,
Sweedeish,Others,,,
Squatish Tub,Out,,,
Sooke,Ab,,,
Soch,Out,,,
Slovak,Others,,,
Siox Sb,Ab,Metis,,
Serris,Out,,,
Seour,Out,,,
Sene,Out,,,
Sen Sb,Out,,,
Seccdaise,Out,,,
Seande,Out,,,
Scttish,Out,,,
Sctoland,Sc,,,
Scothsh,Sc,,,
Scotch Sioux B,Ab,Metis,,
Scotch S/b,Ab,Metis,,
Scotch Fb,Ab,Metis,,
Scotch Eb,Ab,Metis,,
Scotch Cree,Ab,Metis,,
Scotch Canadian,Sc,,,
Scandavian,Others,,,
Scandanvian,Others,,,
Sca-dinavian,Out,,,
Sc Ns,Out,,,
S Breed(cree),Ab,Metis,,
Russians,Rus,,,
Rus. Jew,Out,,,
Rumam,Out,,,
Ru Jewan,Out,,,
Rossian Gal,Others,,,
Relge,Out,,,
Rdb,Out,,,
R B,Out,,,
Quebec,Out,,,
Qb,Out,,,
Pottawamie,Out,,,
Portuguel,Others,,,
Portiquese,Others,,,
Pollish Jew,Others,,,
Poll,Out,,,
Polanais,Out,,,
Palane Irish,Out,,,
P E Island,Out,,,
Ottawa S.b,Ab,Metis,,
Ostriam,Out,,,
Ogebava,Out,,,
Norweegan,Others,,,
Norwe,Others,,,
Norwagen,Others,,,
Nitiess Wandan,Out,,,
Nipisinque,Out,,,
Nimekish,Out,,,
Newfoundland,Others,,,
Nérlandaise,Out,,,
Na Kwakta E B,Ab,Metis,,
N S L,Out,,,
N Irish,Out,,,
Muncie Indian,Out,,,
Montague,Out,,,
Montagne,Out,,,
Mohocks,Others,,,
Mirmae,Out,,,
Mic-moc,Out,,,
Micmac Sb,Ab,Metis,,
Micker Indian,Out,,,
Mic Moc F B,Out,,,
Max,Out,,,
M E Cri Cree Eng,Ab,Metis,,
Low Dutch,Out,,,
Leor I,Out,,,
Latish,Out,,,
Kassala,Out,,,
Juivè,Out,,,
Jewiston,Out,,,
Jewise,Out,,,
Jew B,Out,,,
Jen,Out,,,
Jefferson E,Out,,,
Jaw,Out,,,
Italio,It,,,
Italinnie,It,,,
Italimen,It,,,
Italiane,It,,,
Iroquois O B,Ab,Metis,,
Irlander,Ir,,,
Irlandais M E,Out,,,
Irlaandaise,Ir,,,
Irish R C,Out,,,
Irish Cree,Ab,Metis,,
Irir,Out,,,
Irilsh,Out,,,
Iriah,Out,,,
Iresih,Out,,,
Irandaise,Out,,,
Iraldaise,Out,,,
Indan Ob,Ab,Metis,,
Ilandie,Out,,,
Ida,Out,,,
Icelandis,Others,,,
I&s,Out,,,
I&f,Out,,,
I Scot,Out,,,
I Sb,Out,,,
I Eb,Out,,,
Hydal,Out,,,
Huron M C,Ab,Metis,,
Horlland,Others,,,
Hope Tribe,Out,,,
Hollander Dutch,Others,,,
Hollandee,Out,,,
Holand D,Out,,,
Hirlandais,Out,,,
Heith,Out,,,
Half Ob Iroquis,Ab,Metis,,
H B Cree,Ab,Metis,,
Gusey,Out,,,
Grec,Out,,,
Germe,Others,,,
German's,Others,,,
Germanien,Others,,,
German Luxemburg,Others,,,
Gereffan,Out,,,
Ger Aiker,Out,,,
Gemay,Out,,,
Galloise,Out,,,
Gallatin,Out,,,
Galitzen,Out,,,
Galiscan,Out,,,
Galatrian,Out,,,
Gaest,Out,,,
Fresh,Out,,,
Frenck,Out,,,
Frenchr,Out,,,
French O/b,Out,,,
French Jew,Out,,,
French Halfbreed,Out,,,
French F,Out,,,
French Cree B,Ab,Metis,,
Francose,Out,,,
Franchise,Fr,,,
Francansie,Out,,,
Francaisenn,Out,,,
Francaise Irlandaise,Out,,,
Francais O B,Out,,,
Fran Am,Out,,,
Fins,Others,,,
Finlandais,Others,,,
File,Out,,,
Fcb,Out,,,
Farmer,Out,,,
F. B. Ojebway,Ab,Metis,,
F H,Out,,,
F Br,Out,,,
F B Algonquin,Ab,Metis,,
Espag,Out,,,
Eossais,Out,,,
Engsh,Out,,,
English & Soch,Out,,,
Englinsh,Out,,,
Engleish,Out,,,
Engis,Out,,,
Engilish,En,,,
Enghish,En,,,
Eng O B,Ab,Metis,,
Enb,Out,,,
Elley,Out,,,
Eiris,Out,,,
Eire,Out,,,
Eho,Out,,,
Egyptian,Others,,,
Eg,En,,,
Ecosssaise,Sc,,,
Ecosscis,Out,,,
Ecossat,Out,,,
Ecossa,Out,,,
Ecosise,Sc,,,
Ecosas,Out,,,
Eccosaisre,Sc,,,
Ecóssaise,Sc,,,
East Indian,Out,,,
E Cossaise,Out,,,
E B C,Out,,,
Dutsh,Others,,,
Dutchman,Others,,,
Douch,Out,,,
Davis,Out,,,
Datauas,Out,,,
Danis,Others,,,
Daniah,Others,,,
Dairs,Out,,,
Dainish,Others,,,
D (ponn),Out,,,
Cris M F,Out,,,
Cri M Ae,Out,,,
Cree. I. B.,Ab,Metis,,
Cree S,Ab,Metis,,
Cree M F Française,Ab,Metis,,
Cree French Breed,Ab,Metis,,
Colorad,Out,,,
Clandaise,Out,,,
Chippewa Poloniatoanic,Ab,Metis,,
Chip I B,Ab,Metis,,
Chinse,Ch,,,
Che,Out,,,
Chanisse,Out,,,
Cauca,Out,,,
Cathotic,Out,,,
Candienne,Others,,,
Cand Anglais,Out,,,
Canadia French,Out,,,
Canad-fr,Out,,,
C England,Out,,,
C B,Out,,,
Bstb,Out,,,
Breed Ib,Out,,,
Belgiane,Out,,,
Belgce,Out,,,
Bearen Fb,Ab,Metis,,
Balge,Out,,,
Baconian,Out,,,
B Autriche,Out,,,
Autrichaine,Out,,,
Autrich,Out,,,
Austin,Out,,,
Augl,Out,,,
Assinaw,Out,,,
Aserian,Out,,,
Arab,Out,,,
Angrlaie,Out,,,
Angletaure,Out,,,
Anglca,Out,,,
Anglause,Out,,,
Anglas,Out,,,
Almanda,Out,,,
Almand M I,Out,,,
Allemend,Out,,,
Algonquin Scotch Breedd,Ab,Metis,,
Algonquin Eb,Ab,Metis,,
Algoncain Fb,Ab,Metis,,
Algengen Sb,Out,,,
Alenaquis,Out,,,
Aglaie,Out,,,
